Source Page,Event Date,Number of Shows,Headliner,Support,Venue,City,State,Country,Market,Venue Type,Currency,Promoter,Genre,Tickets Sold,Gross USD,Event Capacity,Capacity Sold %,Min Price USD,Max Price USD,Avg Price USD,Actions
Page 2,4/9/2024,1,Kyle Gordon,,McMenamins Mission Theater,Portland,Oregon,United States,"Portland, OR",Auditorium / Theatre,US DOLLAR,Monqui Presents,Comedy,121,2689.00,290,41%,22.00,25.00,22.22,
Page 2,4/9/2024,1,Two Dykes and a Mic,,City Winery Boston,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,"(In-House Productions) / City Winery, (In-House Promotion)",,288,12520.00,288,100%,35.00,55.00,43.47,
Page 2,4/9/2024,8,"""The Lion King""",,Orpheum Theatre,Minneapolis,Minnesota,United States,Minneapolis-St. Paul,Auditorium / Theatre,US DOLLAR,"Broadway Across America, Hennepin Theatre Trust","Family Entertainment, Theatrical","2,472",210924.34,"2,471",100%,34.00,194.00,85.30,
Page 2,4/9/2024,1,"""The Thorn""",,Cannon Center for the Performing Arts,Memphis,Tennessee,United States,Memphis,Auditorium / Theatre,US DOLLAR,"LiveCo, TPR.",Theatrical,"1,254",62089.20,"2,052",61%,31.24,149.00,49.51,
Page 2,4/9/2024,1,"""Mean Girls""",,Wagner Noël Performing Arts Center,Midland,Texas,United States,Odessa-Midland,Auditorium / Theatre,US DOLLAR,Nederlander Concerts,Theatrical,"1,668",128855.00,"1,719",97%,49.50,125.00,77.25,
Page 2,4/9/2024,1,KB,"Nobigdyl., Limoblaze, Whatuprg, Flame",The Potter's House Church of God,Columbus,Ohio,United States,"Columbus, OH",Auditorium / Theatre,US DOLLAR,"LiveCo, TPR.","Christian, Rap / HipHop","1,017",33523.00,"1,330",76%,14.00,85.00,32.96,
Page 2,4/9/2024,1,Royal Blood,A New Dawn,Teatro Caupolican,Santiago,,Chile,,Auditorium / Theatre,Peso,"Lotus Producciones, Move Concerts",Pop / Rock,"2,701",117825.45,"3,762",71%,32.79,84.62,43.62,
Page 2,4/9/2024,1,Arizona Zervas,,Larimer Lounge,Denver,Colorado,United States,Denver,Club,US DOLLAR,(In-House Promotion),Rap / HipHop,206,5366.00,300,68%,25.00,25.00,26.05,
Page 2,4/9/2024,1,Connor Price,,Club Soda,Montreal,Quebec,Canada,,Club,Canadian,Embrace Presents,Rap / HipHop,950,24477.98,950,100%,25.77,25.77,25.77,
Page 2,4/9/2024,1,Hardrock,,House Of Blues - Voodoo Stage,San Diego,California,United States,San Diego,Amphitheatre,US DOLLAR,Live Nation,Pop / Rock,204,4260.00,300,68%,20.00,20.00,20.88,
Page 2,4/9/2024,1,Queen Extravaganza - Trib. to Queen,,Le Liberte,Rennes,,France,,Auditorium / Theatre,Euro,Gérard Drouot Productions,"Pop / Rock, Tribute Acts","1,975",105297.89,"2,450",80%,53.31,53.31,53.32,
Page 2,4/9/2024,1,Anda Morts,,Lux,Hannover,,Germany,,Untyped Venue,Euro,FKP Scorpio Konzertproduktionen,,196,3864.00,200,98%,19.54,19.54,19.71,
Page 2,4/9/2024,1,Baustelle,,Teatro Delle Muse,Ancona,,Italy,,Auditorium / Theatre,Euro,Vivo Concerti,Pop / Rock,853,45512.36,"1,147",74%,43.69,62.42,53.36,
Page 2,4/9/2024,1,Enrico Brignano,,O2 Shepherd's Bush Empire,London,,United Kingdom,,Auditorium / Theatre,Pound Sterling,Vivo Concerti,Comedy,"1,629",52441.96,"1,644",99%,37.96,60.74,32.19,
Page 2,4/9/2024,1,Fast Animals and Slow Kids,,Maschinenhaus,Berlin,,Germany,,Club,Euro,"PRK DreamHaus GmbH, Vivo Concerti",Pop / Rock,200,5427.73,220,90%,27.14,27.14,27.14,
Page 2,4/9/2024,1,Levante,,Teatro Metropolitan,Catania,,Italy,,Auditorium / Theatre,Euro,Vivo Concerti,Pop / Rock,"1,159",64061.59,"1,751",66%,43.69,68.66,55.27,
Page 2,4/9/2024,1,TurboPaolo,,Largo,Rome,,Italy,,Club,Euro,Vivo Concerti,Comedy,213,6673.39,540,39%,31.21,31.21,31.33,
Page 2,4/9/2024,1,Sivert Høyem,Fay Wildhagen,Heimathafen Neukölln,Berlin,,Germany,,Auditorium / Theatre,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,730,25358.33,730,100%,34.74,34.74,34.74,
Page 2,4/9/2024,1,The Simon & Garfunkel Story,,Festspielhaus,Baden-Baden,,Germany,,Auditorium / Theatre,Euro,"C2 Concerts, FKP Scorpio Konzertproduktionen, FKP Show Creations GmbH",Tribute Acts,"1,328",93378.61,"2,500",53%,37.99,75.99,70.32,
Page 2,4/9/2024,1,Fulminacci,,Teatro Della Concordia,Turin,,Italy,,Auditorium / Theatre,Euro,Friends & Partners,"Pop / Rock, World","2,130",67054.13,"2,130",100%,31.48,31.48,31.48,
Page 2,4/9/2024,1,Abbamania the Show,,Brose Arena,Bamberg,,Germany,,Arena,Euro,Semmel Concerts Entertainment GmbH,Tribute Acts,"1,641",79685.57,"3,204",51%,37.78,66.00,48.56,
Page 2,4/9/2024,1,Sylosis,"Harbour, Burner",La Belle Angele,Edinburgh,,United Kingdom,,Club,Pound Sterling,Triple G,Pop / Rock,303,7668.69,600,50%,25.31,25.31,25.31,
Page 2,4/9/2024,1,"Michael Flatley's ""Lord Of The Dance""",,Stadthalle,Cottbus,,Germany,,Auditorium / Theatre,Euro,Semmel Concerts Entertainment GmbH,"Family Entertainment, Theatrical","1,200",85016.51,"1,256",95%,58.62,95.53,70.85,
Page 2,4/9/2024,3,"Holiday On Ice ""A New Day""",,Palais Nikaia,Nice,,France,,Auditorium / Theatre,Euro,Holiday On Ice,Family Entertainment,"1,316",69803.46,"3,301",39%,21.60,85.76,53.03,
Page 2,4/9/2024,1,Night Club,,Madame Lou's,Seattle,Washington,United States,Seattle-Tacoma,Club,US DOLLAR,"(In-House Promotion), Hunter Moto",Pop / Rock,300,6600.00,300,100%,20.00,25.00,22.00,
Page 2,4/9/2024,1,Fit For A King,,The Newberry,Great Falls,Montana,United States,Great Falls,Club,US DOLLAR,(In-House Promotion),Pop / Rock,342,14120.00,900,38%,36.00,60.00,41.29,
Page 2,4/9/2024,1,The Lowdown Brass Band,,Understory,Miami,Florida,United States,Miami-Ft. Lauderdale,Club,US DOLLAR,(In-House Promotion),RB / Soul,296,6683.20,600,49%,20.00,20.00,22.58,
Page 2,4/9/2024,1,Dylan Gossett,,Exit/In,Nashville,Tennessee,United States,Nashville,Club,US DOLLAR,Stage Right Productions,Country,500,10200.00,510,98%,20.00,25.00,20.40,
Page 2,4/9/2024,1,UB40 Feat. Ali Campbell,,First Direct Arena,Leeds,,United Kingdom,,Arena,Pound Sterling,DEAG / KMJ Entertainment,"Pop / Rock, World","4,879",308332.69,"6,684",72%,49.99,75.29,63.20,
Page 2,4/9/2024,12,Shane Daniel Byrne,,Victoria Hotel,Melbourne,,Australia,,Untyped Venue,Australian,Bohm Presents,Comedy,55,1284.56,66,84%,23.11,23.11,23.11,
Page 2,4/9/2024,1,Pano,,Werk 2,Leipzig,,Germany,,Club,Euro,"(In-House Promotion), All Artist Agency GmbH",Pop / Rock,146,3454.21,450,32%,20.63,30.40,23.66,
Page 2,4/9/2024,1,Sharaktah,,Im Wizemann,Stuttgart,,Germany,,Club,Euro,"All Artist Agency GmbH, Chimperator Productions",Rap / HipHop,153,3827.63,250,61%,24.97,32.57,25.02,
Page 2,4/9/2024,1,"Gatecreeper, Kruelty",,Dicey Rileys Irish Hotel,Wollongong,,Australia,,Club,Australian,Destroy All Lines,Pop / Rock,106,3872.18,300,35%,36.53,36.61,36.53,
Page 2,4/9/2024,1,Simple Plan,,Adelaide Entertainment Centre Theatre,Hindmarsh,,Australia,,Auditorium / Theatre,Australian,Destroy All Lines,Pop / Rock,"2,873",205397.93,"2,900",99%,71.49,71.49,71.49,
Page 2,4/9/2024,1,"""Champions of Magic""",,The Theatre at Great Canadian Casino Resort,Toronto,Ontario,Canada,,Auditorium / Theatre,Canadian,Live Nation,Theatrical,663,24208.22,966,68%,26.13,51.16,36.51,
Page 2,4/9/2024,1,Godsmack,Bastian da Cruz,Harrah's Resort So. Cal. / The Events Center,Valley Center,California,United States,San Diego,"Auditorium / Theatre, Casino",US DOLLAR,C3 Presents,Pop / Rock,"1,464",113074.50,"1,902",76%,44.50,114.50,77.24,
Page 2,4/9/2024,1,Sky Ferreira,,"TV Studio, SWG3",Glasgow,,United Kingdom,,Club,Pound Sterling,DF Concerts,Pop / Rock,613,19399.51,"1,000",61%,31.64,37.96,31.65,
Page 2,4/9/2024,1,Judy Woodruff,,Steven Tanger Center for the Performing Arts,Greensboro,North Carolina,United States,Greensboro-High Point-Winston-Salem,Auditorium / Theatre,US DOLLAR,(In-House Promotion),,"1,796",90997.00,"2,900",61%,64.00,84.00,50.67,
Page 2,4/9/2024,2,Migguel Anggelo,,Joe's Pub,New York,New York,United States,New York,Club,US DOLLAR,(In-House Promotion),Jazz,95,2627.50,156,61%,5.00,35.00,27.51,
Page 2,4/9/2024,1,Aaron Jackson,,Joe's Pub,New York,New York,United States,New York,Club,US DOLLAR,(In-House Promotion),"Spoken Word, Theatrical",159,3975.00,159,100%,25.00,25.00,25.00,
Page 2,4/9/2024,1,The Vaccines,,Forum Melbourne,Melbourne,,Australia,,Club,Australian,Destroy All Lines,Pop / Rock,"1,769",100683.22,"2,000",88%,51.90,51.90,56.92,
Page 2,4/9/2024,55,"""The Phantom Of The Opera""",,Teatro Albéniz,Madrid,,Spain,,Auditorium / Theatre,Euro,(In-House Promotion),"Classical, Theatrical",339,13213.55,829,40%,42.34,108.55,38.90,
Page 2,4/9/2024,1,Ruen Brothers,,Jammin' Java,Vienna,Virginia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,Pop / Rock,236,2355.00,240,98%,15.00,25.00,9.98,
Page 2,4/9/2024,1,Glass Beach,,Union Stage,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,Punk Rock,318,8144.00,500,63%,24.00,40.00,25.61,
Page 2,4/9/2024,1,EBI,,Coca-Cola Arena,Dubai,,United Arab Emirates,,Arena,dirham,Tar Events,World,"3,280",715157.95,"3,819",85%,107.56,816.92,218.04,
Page 2,4/9/2024,1,Bryson Tiller,DJ Nitrane,Vicar Street,Dublin,,Ireland,,Club,Euro,Aiken Promotions,Rap / HipHop,"1,450",51793.53,"1,491",97%,34.74,34.74,35.72,
Page 2,4/9/2024,1,The Psychology Of...,,Clay Center For The Arts & Sciences,Charleston,West Virginia,United States,Charleston-Huntington,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Family Entertainment,"1,317",49044.00,"1,869",70%,24.50,54.50,37.24,
Page 2,4/9/2024,1,Gag,,Szene Vienna,Vienna,,Austria,,Club,Euro,Barracuda Music GmbH,Uncategorized,207,5590.56,222,93%,27.14,27.14,27.01,
Page 2,4/9/2024,1,Beyond The Black,,Arena Vienna,Vienna,,Austria,,Outdoor Venues,Euro,Barracuda Music GmbH,Pop / Rock,630,24542.01,935,67%,39.08,39.08,38.96,
Page 2,4/9/2024,2,Danny Vera,,Nieuwe Luxor,Rotterdam,,Netherlands,,Auditorium / Theatre,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio",Americana,"1,494",44630.81,"1,500",99%,53.73,53.73,29.86,
Page 2,4/9/2024,1,Marika Hackman,,Tolhuistuin,Amsterdam,,Netherlands,,Complex,Euro,"Friendly Fire / FKP Scorpio, Paradiso","Folk, Pop / Rock",430,7935.34,430,100%,18.45,18.45,18.45,
Page 2,4/9/2024,1,LA LOM,,Richmond Music Hall At Capital Ale House,Richmond,Virginia,United States,Richmond-Petersburg,Club,US DOLLAR,Broadway Entertainment,"Americana, Jazz",254,5350.00,300,84%,20.00,25.00,21.06,
Page 2,4/9/2024,1,Turnstile,,Barranco,Lima,,Peru,,Untyped Venue,Nuevo Sol,Live Nation,Pop / Rock,968,17579.64,"1,200",80%,46.07,75.98,18.16,
Page 2,4/8/2024,1,Mahmood,,Olympia,Paris,,France,,Auditorium / Theatre,Euro,Friends & Partners,Pop / Rock,"2,708",152796.07,"2,708",100%,54.17,67.17,56.42,
Page 2,4/8/2024,1,Judas Priest,,Zenith Paris - La Villette,Paris,,France,,Arena,Euro,Gérard Drouot Productions,Pop / Rock,"6,558",527318.21,"6,665",98%,80.41,80.41,80.41,
Page 2,4/8/2024,5,Pinguini Tattici Nucleari,,Forum - Milano,Assago,,Italy,,Arena,Euro,Friends & Partners,Pop / Rock,"12,098",769018.77,"12,191",99%,42.25,85.58,63.57,
Page 2,4/8/2024,2,Hatsune Miku,,San Jose Civic,San Jose,California,United States,San Francisco-Oakland-San Jose,Auditorium / Theatre,US DOLLAR,Nederlander Concerts,Pop / Rock,"3,295",241201.50,"3,326",99%,55.50,165.50,73.19,
Page 2,4/8/2024,1,LANY,,The Anthem,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Auditorium / Theatre,US DOLLAR,Live Nation,Pop / Rock,"3,472",201560.00,"3,472",100%,55.00,75.00,58.05,
Page 2,4/8/2024,1,Paloma Faith,,Liverpool Empire Theatre,Liverpool,,United Kingdom,,Auditorium / Theatre,Pound Sterling,SJM,RB / Soul,"2,218",154330.54,"2,289",96%,44.21,75.15,69.58,
Page 2,4/8/2024,1,Chappell Roan,,The Midland,Kansas City,Missouri,United States,Kansas City,Auditorium / Theatre,US DOLLAR,AEG Presents,Pop / Rock,"2,787",101947.50,"2,787",100%,25.50,70.00,36.58,
Page 2,4/8/2024,1,Young Fathers,,9:30 Club,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,I.M.P.,Rap / HipHop,973,24325.00,973,100%,25.00,25.00,25.00,
Page 2,4/8/2024,1,BoyWithUke,Naethan Apollo,Ace Of Spades,Sacramento,California,United States,Sacramento-Stockton-Modesto,Club,US DOLLAR,Live Nation,Pop / Rock,"1,050",24150.00,"1,050",100%,25.00,30.00,23.00,
Page 2,4/8/2024,1,Kid Kapichi,,Leeds Beckett University,Leeds,,United Kingdom,,Auditorium / Theatre,Pound Sterling,Futuresound Music,Pop / Rock,506,10552.74,950,53%,20.84,20.84,20.86,
Page 2,4/8/2024,1,Annalisa,,Inalpi Arena,Turin,,Italy,,Arena,Euro,Friends & Partners,Pop / Rock,"11,523",571695.71,"11,602",99%,42.25,70.42,49.61,
Page 2,4/8/2024,1,Laufey,Grace Enger,Queen Elizabeth Theatre,Vancouver,British Columbia,Canada,,Auditorium / Theatre,Canadian,Live Nation,Pop / Rock,"2,703",195440.53,"2,788",96%,36.39,65.80,72.31,
Page 2,4/8/2024,2,Nicki Minaj,Monica,TD Garden,Boston,Massachusetts,United States,Boston (Manchester),Arena,US DOLLAR,Live Nation,"Pop / Rock, Rap / HipHop, RB / Soul","12,731",1901278.50,"13,318",95%,53.00,293.00,149.34,
Page 2,4/8/2024,1,The 69 Eyes,Budderside,Brighton Music Hall,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,Crossroads Presents,Pop / Rock,208,5785.50,500,41%,27.50,30.00,27.81,
Page 2,4/8/2024,1,Bendigo Fletcher,Free Range,High Noon Saloon,Madison,Wisconsin,United States,Madison,Club,US DOLLAR,FPC Live (Frank Productions Concerts),Folk,172,3640.00,400,43%,15.00,18.00,21.16,
Page 2,4/8/2024,1,Hot Mulligan,RILEY!,HI-FI,Indianapolis,Indiana,United States,Indianapolis,Club,US DOLLAR,MOKB Presents,Pop / Rock,400,18000.00,450,88%,40.00,45.00,45.00,
Page 2,4/8/2024,1,We Are Messengers,Ben Fuller,RCU Theatre,Eau Claire,Wisconsin,United States,La Crosse-Eau Claire,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Christian,574,23942.00,"1,184",48%,15.00,65.00,41.71,
Page 2,4/8/2024,1,Bryson Tiller,,O2 Academy Glasgow,Glasgow,,United Kingdom,,Auditorium / Theatre,Pound Sterling,DF Concerts,Rap / HipHop,"2,530",119831.46,"2,550",99%,47.36,47.36,47.36,
Page 2,4/8/2024,1,Ricky Montgomery,,Galvanizers SWG3,Glasgow,,United Kingdom,,Club,Pound Sterling,DF Concerts,Pop / Rock,500,11329.52,500,100%,15.79,91.57,22.66,
Page 2,4/8/2024,3,Diversity (Dance Troupe),,Royal Concert Hall,Nottingham,,United Kingdom,,Auditorium / Theatre,Pound Sterling,SJM,Family Entertainment,"1,934",109493.43,"2,202",87%,37.89,50.52,56.61,
Page 2,4/8/2024,1,Snow Strippers,Dres,Union Stage,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,Dance / Electronic,500,13025.00,500,100%,25.00,40.00,26.05,
Page 2,4/8/2024,1,Rodrigo y Gabriela,,Guanamor Teatro Studio,Zapopan,,Mexico,,Auditorium / Theatre,Pesos,OCESA,Latin,512,20460.66,"2,418",21%,19.42,103.18,39.96,
Page 2,4/8/2024,1,Goose,,The Capitol Theatre,Port Chester,New York,United States,New York,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,"1,956",142622.00,"1,956",100%,59.50,104.50,72.92,
Page 2,4/8/2024,1,Palaye Royale,,Majestic Theatre,Madison,Wisconsin,United States,Madison,Club,US DOLLAR,FPC Live (Frank Productions Concerts),Pop / Rock,433,6782.00,600,72%,9.41,35.00,15.66,
Page 2,4/8/2024,1,"""Kidz Bop Live""",,Sheffield City Hall,Sheffield,,United Kingdom,,Auditorium / Theatre,Pound Sterling,DEAG / KMJ Entertainment,Family Entertainment,"1,251",50982.83,"1,827",68%,50.52,94.73,40.75,
Page 2,4/8/2024,1,ONEUS,,Arizona Financial Theatre,Phoenix,Arizona,United States,Phoenix (Prescott),Auditorium / Theatre,US DOLLAR,"FPC Live (Frank Productions Concerts), Live Nation","Pop / Rock, World","1,501",142264.36,"2,936",51%,20.75,125.50,94.78,
Page 2,4/8/2024,1,Jive Aces,,The Tin Pan,Richmond,Virginia,United States,Richmond-Petersburg,Club,US DOLLAR,(In-House Promotion),Pop / Rock,97,3405.00,220,44%,35.00,40.00,35.10,
Page 2,4/8/2024,1,Slash featuring Myles Kennedy & The Conspirators,,Mitsubishi Electric Halle,Dusseldorf,,Germany,,Auditorium / Theatre,Euro,Prime Entertainment GmbH,Pop / Rock,"5,465",324256.00,"7,500",72%,59.58,59.58,59.33,
Page 2,4/8/2024,1,Mon Laferte,,Estadio Sokol,Antofagasta,,Chile,,Arena,Peso,Bizarro Live Entertainment,"Latin, Pop / Rock","1,864",100048.50,"5,684",32%,42.47,127.42,53.67,
Page 2,4/8/2024,1,Depeche Mode,,Lanxess Arena,Cologne,,Germany,,Arena,Euro,Live Nation,Pop / Rock,"16,790",1802139.08,"16,930",99%,75.56,162.77,107.33,
Page 2,4/8/2024,1,"Joe Satriani, Steve Vai",,Hackensack Meridian Health Theatre,Red Bank,New Jersey,United States,New York,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,"1,352",126454.00,"1,568",86%,49.50,119.50,93.53,
Page 2,4/8/2024,2,"""Golden Girls: The Laughs Continue""",,Dominion Energy Center - Carpenter Theatre,Richmond,Virginia,United States,Richmond-Petersburg,Auditorium / Theatre,US DOLLAR,Innovation Arts and Entertainment,Theatrical,"1,296",61811.48,"1,800",72%,40.00,65.00,47.69,
Page 2,4/8/2024,1,"""Disney Princess - The Concert""",,Dr. Phillips Center - Steinmetz Hall,Orlando,Florida,United States,Orlando-Daytona Beach-Melbourne,Auditorium / Theatre,US DOLLAR,Dr. Phillips Center for the Performing Arts,Family Entertainment,"1,111",76572.00,"1,436",77%,20.00,205.00,68.92,
Page 2,4/8/2024,1,Brooke Ligertwood,,Museum Of The Bible,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Auditorium / Theatre,US DOLLAR,"LiveCo, TPR.",,452,47478.00,452,100%,79.00,139.00,105.04,
Page 2,4/8/2024,1,Lauren Graham,,Park West,Chicago,Illinois,United States,Chicago,Club,US DOLLAR,Jam Productions,Spoken Word,650,23380.00,650,100%,34.00,74.00,35.97,
Page 2,4/8/2024,1,Connor Price,,London Music Hall,London,Ontario,Canada,,Auditorium / Theatre,Canadian,Embrace Presents,Rap / HipHop,"1,266",23798.45,"1,350",93%,25.73,25.73,18.80,
Page 2,4/8/2024,1,Anda Morts,,Helios 37,Cologne,,Germany,,Club,Euro,FKP Scorpio Konzertproduktionen,,250,4875.05,250,100%,19.50,19.50,19.50,
Page 2,4/8/2024,1,Baustelle,,Teatro Verdi,Florence,,Italy,,Auditorium / Theatre,Euro,Vivo Concerti,Pop / Rock,"1,452",74777.03,"1,549",93%,43.60,62.29,51.50,
Page 2,4/8/2024,3,Camihawke,,Teatro Nazionale,Milan,,Italy,,Untyped Venue,Euro,Vivo Concerti,Spoken Word,"1,393",56933.12,"1,438",96%,37.38,49.83,40.85,
Page 2,4/8/2024,1,"""Riverdance""",,Margaret Court Arena,Melbourne,,Australia,,Arena,Australian,"TEG Dainty, TEG Van Egmond",Theatrical,"2,124",167533.32,"2,124",100%,59.11,124.87,78.88,
Page 2,4/8/2024,1,"""How to Gael ar an mbóthar - Podcast""",,Liberty Hall Theatre,Dublin,,Ireland,,Untyped Venue,Euro,Live Nation / Gaiety Investments (MCD Productions),Spoken Word,373,12049.83,410,90%,32.50,32.50,32.31,
Page 2,4/8/2024,1,Sylosis,,Whelans,Dublin,,Ireland,,Club,Euro,Live Nation / Gaiety Investments (MCD Productions),Pop / Rock,293,7935.50,366,80%,27.08,27.08,27.08,
Page 2,4/8/2024,2,Ashley Gavin,,Boom Chicago,Amsterdam,,Netherlands,,Club,Euro,Greenhouse Talent,,341,9249.06,350,97%,27.08,27.08,27.08,
Page 2,4/8/2024,2,SIX60,,Pipitea Marae & Function Centre,Wellington,,New Zealand,,Untyped Venue,New Zealand,Eccles Entertainment,Pop / Rock,264,14259.25,528,50%,54.01,54.01,54.01,
Page 2,4/8/2024,1,Chastity Belt,,Meow Wolf Santa Fe,Santa Fe,New Mexico,United States,Albuquerque-Santa Fe,Club,US DOLLAR,(In-House Promotion),Pop / Rock,180,3635.00,400,45%,20.00,20.00,20.19,
Page 2,4/8/2024,12,Vivek Mahbubani,,Trades Hall,Melbourne,,Australia,,Untyped Venue,Australian,Bohm Presents,Comedy,64,1472.90,87,73%,23.01,23.01,23.01,
Page 2,4/8/2024,1,Sharaktah,,Ampere,Munich,,Germany,,Club,Euro,"All Artist Agency GmbH, Muffathalle Betriebs Gmbh",Rap / HipHop,153,3819.87,250,61%,24.92,32.50,24.97,
Page 2,4/8/2024,1,Cody Rigsby,,City Winery Nashville,Nashville,Tennessee,United States,Nashville,Club,US DOLLAR,(In-House Productions) / City Winery,Spoken Word,314,18550.00,314,100%,50.00,65.00,59.08,
Page 2,4/8/2024,1,"""Kidz Bop Live""",,Sheffield City Hall,Sheffield,,United Kingdom,,Auditorium / Theatre,Pound Sterling,DEAG / KMJ Entertainment,Family Entertainment,"1,192",50982.83,"2,017",59%,31.58,94.73,42.77,
Page 2,4/8/2024,1,Andy Shauf,Lutalo,SPACE,Evanston,Illinois,United States,Chicago,Club,US DOLLAR,SPACE,Pop / Rock,241,8845.00,241,100%,30.00,45.00,36.70,
Page 2,4/8/2024,1,Destroyer,Lightning Dust,Bar le Ritz PDB,Montreal,Quebec,Canada,,Club,Canadian,Blue Sky Events Pte. Ltd.,Pop / Rock,300,6616.63,330,90%,22.06,25.73,22.06,
Page 2,4/8/2024,1,Eliza McLamb,Mini Trees,Larimer Lounge,Denver,Colorado,United States,Denver,Club,US DOLLAR,(In-House Promotion),Pop / Rock,250,4125.00,250,100%,11.50,20.00,16.50,
Page 2,4/8/2024,1,Okvsho,,Chelsea Club,Vienna,,Austria,,Club,Euro,Barracuda Music GmbH,Dance / Electronic,125,2760.36,150,83%,21.67,21.67,22.08,
Page 2,4/8/2024,1,Bon Entendeur,,Paradiso,Amsterdam,,Netherlands,,Auditorium / Theatre,Euro,"Friendly Fire / FKP Scorpio, Paradiso",Dance / Electronic,"1,500",34125.37,"1,500",100%,22.75,22.75,22.75,
Page 2,4/8/2024,3,Diversity,,Theatre Royal Nottingham,Nottingham,,United Kingdom,,Auditorium / Theatre,Pound Sterling,SJM,Family Entertainment,"1,934",109493.43,734,263%,37.89,50.52,56.61,
Page 2,4/8/2024,1,Music Is Magic,,Royal Albert Hall,London,,United Kingdom,,Auditorium / Theatre,Pound Sterling,(In-House Promotion),,"1,875",76045.96,"2,922",64%,25.26,50.52,40.56,
Page 2,4/8/2024,1,Morgan Harper Jones,,Hyde Park Book Club,Leeds,,United Kingdom,,Club,Pound Sterling,Futuresound Music,Pop / Rock,26,279.13,150,17%,13.89,13.89,10.74,
Page 2,4/7/2024,1,Sprints,,King Tut's Wah Wah Hut,Glasgow,,United Kingdom,,Club,Pound Sterling,DF Concerts,Pop / Rock,300,4360.11,300,100%,14.53,14.53,14.53,
Page 2,4/7/2024,1,Joe Bonamassa,,Kursaal Oostende,Oostende,,Belgium,,Casino,Euro,Greenhouse Talent,Blues,"1,967",227773.26,"1,967",100%,73.19,213.62,115.80,
Page 2,4/7/2024,1,Black Violin,,Chrysler Hall,Norfolk,Virginia,United States,Norfolk-Portsmouth-Newport News,Auditorium / Theatre,US DOLLAR,Upfront Inc.,RB / Soul,"1,332",57284.00,"2,488",53%,29.50,54.50,43.01,
Page 2,4/7/2024,1,Jo Koy,,Rogers Arena,Vancouver,British Columbia,Canada,,Arena,Canadian,"ICON Concerts, LiveCo",Comedy,"10,323",625105.75,"10,458",98%,35.69,157.10,60.55,
Page 2,4/7/2024,1,The Harlem Globetrotters,,Accor Arena,Paris,,France,,Arena,Euro,Gérard Drouot Productions,Sports Entertainment,"7,820",393139.23,"14,567",53%,50.27,50.27,50.27,
Page 2,4/7/2024,1,Maoli,,Ponte Vedra Concert Hall,Ponte Vedra Beach,Florida,United States,Jacksonville,Auditorium / Theatre,US DOLLAR,AEG Presents,"Pop / Rock, World",646,18654.00,875,73%,24.00,29.00,28.88,
