artist_name,headline,link,announcement_date,start_date,end_date,venue_name,venue_city,venue_type,venue_nation,last_tour_gross,last_tickets_sold,tour_announcement
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,Frost Bank Center,"San Antonio, TX",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,Frost Bank Center,"San Antonio, TX",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,Red Rocks Amphitheatre,"Morrison, CO",Amphitheater,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,Enterprise Center,"St. Louis, MO",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,Bridgestone Arena,"Nashville, TN",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,United Center,"Chicago, IL",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,United Center,"Chicago, IL",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,Bell Centre,"Montreal, QC",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,Scotiabank Arena,"Toronto, ON",Arena,FALSE,,,TRUE
Maná,"Maná, Iconic Mexican Rock Band, To Embark On N. American Arena Tour",https://news.pollstar.com/2025/03/10/iconic-mexican-rock-band-mana-embarking-on-north-american-arena-tour-this-year/,2025-03-10,2025-09-05,2026-04-04,TD Garden,"Boston, MA",Arena,FALSE,,,TRUE
