artist_name,headline,link,announcement_date,start_date,end_date,venue_name,venue_city,venue_type,venue_nation,last_tour_gross,last_tickets_sold,tour_announcement
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,The Theater at MSG,"New York, New York",Theater,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Amica Mutual Pavilion,"Providence, Rhode Island",Amphitheater,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,The Santander Arena,"Reading, Pennsylvania",Arena,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Eaglebank Arena,"Fairfax, Virginia",Arena,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Hartford HealthCare Amphitheater,"Bridgeport, Connecticut",Amphitheater,LYV,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Ovens Auditorium,"Charlotte, North Carolina",Theater,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Atlanta Coliseum,"Duluth, Georgia",Arena,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Amway Center,"Orlando, Florida",Other,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Rosemont Theatre,"Rosemont, Illinois",Theater,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Hertz Arena,"Estero, Florida",Arena,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Kaseya Center,"Miami, Florida",Arena,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Peacock Theater,"Los Angeles, California",Theater,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Smart Financial Centre at Sugar Land,"Sugar Land, Texas",Theater,FALSE,,,TRUE
Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,Exclusive: Latin Urban Star Jay Wheeler Back On The Road In 2024 With “TRAPPii Tour”,https://news.pollstar.com/2023/12/12/exclusive-latin-urban-star-jay-wheeler-back-on-the-road-in-2024-with-trappii-tour/,2023-12-12,2023-06-13,2023-10-27,Austin City Limits at Moody Center,"Austin, Texas",Arena,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Toyota Center,"Kennewick, WA",Arena,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Reno Events Center,"Reno, NV",Other,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Hollywood Bowl,"Los Angeles, CA",Amphitheater,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,North Island Credit Union Amphitheatre,"Chula Vista, CA",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Talking Stick Resort Amphitheatre,"Phoenix, AZ",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Maverick Center,"Salt Lake City, UT",Other,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Levitt Pavilion,"Denver, CO",Amphitheater,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Isleta Amphitheater,"Albuquerque, NM",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,El Paso County Coliseum,"El Paso, TX",Arena,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Sames Auto Arena,"Laredo, TX",Arena,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Bert Ogden Arena,"Edinburg, TX",Arena,FALSE,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,The Cynthia Woods Mitchell Pavilion presented by Huntsman,"Houston, TX",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Dos Equis Pavilion,"Dallas, TX",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,SummerStage in Central Park,"New York, NY",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Budweiser Stage,"Toronto, ON",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Huntington Bank Pavilion at Northerly Island,"Chicago, IL",Amphitheater,LYV,,,TRUE
Legendary Mexican Rock Bands Caifanes,"Legendary Mexican Rock Bands Caifanes, Café Tacvba Announce 20-City Tour",https://news.pollstar.com/2023/12/11/legendary-mexican-rock-bands-caifanes-cafe-tacvba-announce-20-city-tour/,2023-12-11,2024-05-29,2024-06-30,Everwise Amphitheater at White River State Park,"Indianapolis, IN",Amphitheater,LYV,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Busch Stadium,"St. Louis, MO",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Truist Park,"Atlanta, GA",Other,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Wrigley Field,"Chicago, IL",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Comerica Park,"Detroit, MI",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Nissan Stadium,"Nashville, TN",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Citizens Bank Park,"Philadelphia, PA",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Hersheypark Stadium,"Hershey, PA",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,PNC Park,"Pittsburgh, PA",Other,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,"Cleveland, OH+",Progressive Field,Theater,LYV,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,"Toronto, ON+",Rogers Centre,Other,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,"Boston, MA+",Fenway Park,Other,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Citi Field,"Flushing, NY",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Globe Life Field,"Arlington, TX",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Minute Maid Park,"Houston, TX",Other,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Alamodome,"San Antonio, TX",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Target Field,"Minneapolis, MN",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Chase Field,"Phoenix, AZ",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,SoFi Stadium,"Los Angeles, CA",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Oracle Park,"San Francisco, CA",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Petco Park,"San Diego, CA",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,T-Mobile Park,"Seattle, WA",Stadium,FALSE,,,TRUE
Def Leppard,"Def Leppard & Journey Announce Joint Stadium Tour Joined By Steve Miller Band, Heart & Cheap Trick",https://news.pollstar.com/2023/12/07/def-leppard-journey-announce-joint-stadium-tour-joined-by-steve-miller-band-heart-cheap-trick/,2023-12-07,2024-07-06,2024-09-08,Coors Field,"Denver, CO",Stadium,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Ridgefield, WA+",RV Inn Style Resorts Amphitheater,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Quincy, WA+",The Gorge,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Wheatland, CA+",Toyota Amphitheater,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Salt Lake City, UT=",USANA Amphitheater,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,Isleta Amphitheater,"Albuquerque, NM",Amphitheater,LYV,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,iTHINK Financial Amphitheatre,"West Palm Beach, FL",Amphitheater,LYV,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Tampa, FL~",MIDFLORIDA Credit Union Amphitheatre,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Raleigh, NC~",Coastal Credit Union Music Park,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Virginia Beach, VA~",Veterans United Home Loans Amphitheater at Virginia Beach,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Burgettstown, PA=",The Pavilion at Star Lake,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,Riverbend Music Center,"Cincinnati, OH",Amphitheater,LYV,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,Darien Lake Amphitheater,"Buffalo, NY",Amphitheater,LYV,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,Budweiser Stage,"Toronto, ON",Amphitheater,LYV,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Cuyahoga Falls, OH#",Blossom Music Center,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"Noblesville, IN&",Ruoff Music Center,Other,FALSE,,,TRUE
Red Hot Chili Peppers,"Red Hot Chili Peppers Announce ‘Unlimited Love Tour’ With Kid Cudi, Ice Cube & More",https://news.pollstar.com/2023/12/04/red-hot-chili-peppers-announce-unlimited-love-tour-with-kid-cudi-ice-cube-more/,2023-12-04,2024-05-28,2024-07-30,"St. Louis, MO&",Hollywood Casino Amphitheatre,Other,FALSE,,,TRUE
Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,https://news.pollstar.com/2023/12/04/reggaeton-pioneer-don-omar-to-embark-on-20-date-tour-in-2024/,2023-12-04,2024-03-07,2024-04-21,Santander Arena,"Reading, PA",Arena,FALSE,,,TRUE
Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,https://news.pollstar.com/2023/12/04/reggaeton-pioneer-don-omar-to-embark-on-20-date-tour-in-2024/,2023-12-04,2024-03-07,2024-04-21,Barclays Center,"Brooklyn, NY",Arena,FALSE,,,TRUE
Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,https://news.pollstar.com/2023/12/04/reggaeton-pioneer-don-omar-to-embark-on-20-date-tour-in-2024/,2023-12-04,2024-03-07,2024-04-21,Prudential Center,"Newark, NJ",Arena,FALSE,,,TRUE
Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,https://news.pollstar.com/2023/12/04/reggaeton-pioneer-don-omar-to-embark-on-20-date-tour-in-2024/,2023-12-04,2024-03-07,2024-04-21,Coca Cola Coliseum,"Toronto, CA",Arena,LYV,,,TRUE
Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,https://news.pollstar.com/2023/12/04/reggaeton-pioneer-don-omar-to-embark-on-20-date-tour-in-2024/,2023-12-04,2024-03-07,2024-04-21,Place Bell,"Montreal, CA",Arena,FALSE,,,TRUE
Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,Reggaeton Pioneer Don Omar To Embark On 20-Date Tour In 2024,https://news.pollstar.com/2023/12/04/reggaeton-pioneer-don-omar-to-embark-on-20-date-tour-in-2024/,2023-12-04,2024-03-07,2024-04-21,Allstate Arena,"Chicago, IL",Arena,FALSE,,,TRUE
