artist_name,headline,link,announcement_date,start_date,end_date,venue_name,venue_city,venue_type,venue_nation,last_tour_gross,last_tickets_sold,tour_announcement
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio Nacional,"Santiago, Chile",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Campo Argentino de Polo,"Buenos Aires, Argentina",Other,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Campo Argentino de Polo,"Buenos Aires, Argentina",Other,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio BBVA,"Monterrey, Mexico",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio BBVA,"Monterrey, Mexico",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio Akron,"Guadalajara, Mexico",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio Akron,"Guadalajara, Mexico",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio GNP Seguros,"Mexico City, Mexico",Stadium,LYV,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio GNP Seguros,"Mexico City, Mexico",Stadium,LYV,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio GNP Seguros,"Mexico City, Mexico",Stadium,LYV,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio GNP Seguros,"Mexico City, Mexico",Stadium,LYV,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio GNP Seguros,"Mexico City, Mexico",Stadium,LYV,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio GNP Seguros,"Mexico City, Mexico",Stadium,LYV,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Estadio GNP Seguros,"Mexico City, Mexico",Stadium,LYV,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Bank of America Stadium,"Charlotte, NC",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,MetLife Stadium,"East Rutherford, NJ",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Bell Centre,"Montreal, QC",Arena,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Little Caesars Arena,"Detroit, MI",Theater,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Scotiabank Arena,"Toronto, ON",Arena,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Fenway Park,"Boston, MA",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Nationals Park,"Washington, DC",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,State Farm Arena - JUST ADDED,"Atlanta, GA",Arena,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Camping World Stadium,"Orlando, FL",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Hard Rock Stadium,"Miami, FL",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Globe Life Field,"Arlington, TX",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Alamodome,"San Antonio, TX",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Toyota Center,"Houston, TX",Arena,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Toyota Center - JUST ADDED,"Houston, TX",Arena,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,SoFi Stadium,"Inglewood, CA",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Footprint Center,"Phoenix, AZ",Arena,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Footprint Center - JUST ADDED,"Phoenix, AZ",Arena,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Snapdragon Stadium,"San Diego, CA",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Allegiant Stadium,"Las Vegas, NV",Stadium,FALSE,,,TRUE
Shakira,"Shakira Adds Shows In Atlanta, Houston, Phoenix",https://news.pollstar.com/2024/12/10/shakira-adds-shows-in-atlanta-houston-phoenix/,2024-12-10,2025-02-11,2025-06-30,Oracle Park,"San Francisco, CA",Stadium,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,The Strand Ballroom,"Providence, RI",Other,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,Empire Live,"Albany, NY",Theater,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,House of Blues Cleveland,"Cleveland, OH",Club,LYV,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,Buffalo RiverWorks,"Buffalo, NY",Club,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,Roxian Theatre,"McKees Rocks, PA",Theater,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,The Mill & Mine,"Knoxville, TN",Other,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,The Ritz,"Raleigh, NC",Club,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,FIVE,"Jacksonville, FL",Arena,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,Mardi Gras,"Orlando, FL -Universal Studios",Other,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,The National,"Richmond, VA",Arena,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,Charleston Music Hall,"Charleston, SC",Other,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,Baltimore Soundstage,"Baltimore, MD",Club,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,Bogart’s,"Cincinnati, OH",Club,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,GLC Live at 20 Monroe,"Grand Rapids, MI",Theater,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,The Wellmont Theater,"Montclair, NJ",Theater,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,The Capitol Theatre,"Port Chester, NY",Theater,FALSE,,,TRUE
Lawrence Keep ‘The Family Business’ Going,"Lawrence Keep ‘The Family Business’ Going, Announce 2025 Dates",https://news.pollstar.com/2024/12/03/lawrence-keep-the-family-business-going-announce-2025-dates/,2024-12-04,2025-03-06,2025-03-29,The Paramount,"Huntington, NY",Theater,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Coachella,"Indio, CA",Amphitheater,LYV,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Coachella,"Indio, CA",Amphitheater,LYV,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Rice Eccles Stadium,"Salt Lake City, UT",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Allegiant Stadium,"Las Vegas, NV",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Alamodome,"San Antonio, TX",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,AT&T Stadium,"Dallas, TX",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Mercedes Benz Stadium,"Atlanta, GA",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Busch Stadium,"St. Louis, MO",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Ford Field,"Detroit, MI",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,U.S. Bank Stadium,"Minneapolis, MN",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Wrigley Field,"Chicago, IL",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Citizens Bank Park,"Philadelphia, PA",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Rogers Centre,"Toronto, ON",Arena,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Hersheypark Stadium,"Hershey, PA",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,PNC Park,"Pittsburgh, PA",Other,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Gillette Stadium,"Foxborough, MA",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Northwest Stadium,"Washington, DC",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Citi Field,"New York, NY",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Hard Rock Stadium,"Miami, FL",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Camping World Stadium,"Orlando, FL",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Thunder Ridge Nature Arena,"Ridgedale, MO",Arena,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Empower Field at Mile High,"Denver, CO",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,State Farm Stadium,"Glendale, AZ",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Albertsons Stadium,"Boise, ID",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,T-Mobile Park,"Seattle, WA",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Providence Park,"Portland, OR",Stadium,FALSE,,,TRUE
Post Malone,"Post Malone Announces Stadium Tour, Confirmed For Coachella",https://news.pollstar.com/2024/11/19/post-malone-announces-stadium-tour-confirmed-for-coachella/,2024-11-19,2025-04-10,2025-07-01,Oracle Park,"San Francisco, CA",Stadium,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,AO Arena,"Manchester, UK",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,OVO Hydro,"Glasgow, UK",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,The O2,"London, UK",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,Utilita Arena,"Birmingham, UK",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,Sportpaleis,"Antwerp, BE",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,Festhalle Frankfurt,"Frankfurt, DE",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,Olympiahalle,"Munich, DE",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,LDLC Arena,"Lyon, FR",Arena,FALSE,,,TRUE
Ghost Embarking On Biggest Tour Yet In 2025,"Ghost Embarking On Biggest Tour Yet In 2025, Including First Madison Square Garden Show",https://news.pollstar.com/2024/10/28/ghost-embarking-on-biggest-tour-yet-in-2025-including-first-madison-square-garden-show/,2024-10-28,2023-04-15,2023-09-24,Zénith Toulouse Métropole,"Toulouse, FR",Arena,FALSE,,,TRUE
